|train_time|pred_time|accuracy|f1_macro|recall_macro|precision_macro
0|153.27566528320312|33.41111755371094|0.802684699232943|0.8009086843742729|0.8016731345134764|0.8033743731955841
1|145.7640917301178|31.629454612731934|0.802684699232943|0.8009086843742729|0.8016731345134764|0.8033743731955841
2|147.01894760131836|32.536142110824585|0.802684699232943|0.8009086843742729|0.8016731345134764|0.8033743731955841
3|143.56366181373596|31.979401111602783|0.802684699232943|0.8009086843742729|0.8016731345134764|0.8033743731955841
4|143.33539605140686|32.684736251831055|0.802684699232943|0.8009086843742729|0.8016731345134764|0.8033743731955841
5|144.78298425674438|31.939284563064575|0.802684699232943|0.8009086843742729|0.8016731345134764|0.8033743731955841
6|145.30212330818176|32.818788290023804|0.802684699232943|0.8009086843742729|0.8016731345134764|0.8033743731955841
7|144.2296106815338|31.684107065200806|0.802684699232943|0.8009086843742729|0.8016731345134764|0.8033743731955841
8|143.70422196388245|33.052297830581665|0.802684699232943|0.8009086843742729|0.8016731345134764|0.8033743731955841
9|145.71244168281555|32.4978768825531|0.802684699232943|0.8009086843742729|0.8016731345134764|0.8033743731955841
